success_rate,recovery_rate,amount,payment_method,bank,failure_code,hour,action,success
0.6666666666666666,1.0,6607.78,WALLET,KOTAK,LIMIT_EXCEEDED,2,NO_ACTION,0
0.6229508196721312,0.34782608695652173,1396.73,UPI,AXIS,BANK_TIMEOUT,2,RETRY_NOW,1
0.8,0.5294117647058824,1954.76,NETBANKING,ICICI,AUTHENTICATION_FAILED,13,SEND_REMINDER,1
0.7333333333333333,0.5,5715.26,NETBANKING,YESBANK,INSUFFICIENT_FUNDS,5,RETRY_NOW,0
0.9175257731958762,0.5,7811.73,UPI,AXIS,AUTHENTICATION_FAILED,5,NO_ACTION,0
0.75,0.3333333333333333,6879.43,WALLET,HDFC,CARD_EXPIRED,3,SEND_REMINDER,1
0.7738095238095238,0.3157894736842105,9205.5,WALLET,KOTAK,AUTHENTICATION_FAILED,22,SEND_REMINDER,1
0.7397260273972602,0.42105263157894735,4495.49,WALLET,SBI,INSUFFICIENT_FUNDS,9,NO_ACTION,0
0.7017543859649122,0.47058823529411764,5243.15,NETBANKING,KOTAK,BANK_TIMEOUT,23,RETRY_NOW,0
0.8,0.5,6414.73,UPI,SBI,AUTHENTICATION_FAILED,11,RETRY_LATER,1
0.6071428571428571,0.6363636363636364,1450.65,WALLET,SBI,LIMIT_EXCEEDED,19,RETRY_NOW,0
0.8421052631578947,0.3333333333333333,2157.04,UPI,YESBANK,CARD_EXPIRED,23,SEND_REMINDER,0
0.7032967032967034,0.4444444444444444,8045.44,CARD,KOTAK,NETWORK_ERROR,11,NO_ACTION,0
0.7592592592592593,0.5384615384615384,8064.09,CARD,YESBANK,BANK_TIMEOUT,23,RETRY_LATER,1
0.8715596330275229,0.42857142857142855,2825.02,CARD,AXIS,NETWORK_ERROR,19,NO_ACTION,0
0.9534883720930233,1.0,3137.85,UPI,KOTAK,BANK_TIMEOUT,16,NO_ACTION,0
0.8421052631578947,0.6666666666666666,9885.51,UPI,YESBANK,BANK_TIMEOUT,9,RETRY_LATER,1
0.7641509433962265,0.4,6973.92,NETBANKING,KOTAK,INSUFFICIENT_FUNDS,17,NO_ACTION,0
0.6818181818181818,0.7142857142857143,7872.08,WALLET,HDFC,BANK_TIMEOUT,8,SEND_REMINDER,1
0.6236559139784946,0.6,5835.38,CARD,KOTAK,NETWORK_ERROR,14,NO_ACTION,0
0.8918918918918919,0.75,8886.58,WALLET,YESBANK,AUTHENTICATION_FAILED,19,RETRY_LATER,0
0.5833333333333334,0.4,365.5,NETBANKING,KOTAK,BANK_TIMEOUT,8,NO_ACTION,0
0.7592592592592593,0.46153846153846156,3109.55,WALLET,KOTAK,LIMIT_EXCEEDED,2,RETRY_NOW,0
0.6666666666666666,0.16666666666666666,7537.52,UPI,YESBANK,INSUFFICIENT_FUNDS,1,NO_ACTION,0
0.8813559322033898,0.14285714285714285,3640.32,NETBANKING,AXIS,CARD_EXPIRED,12,NO_ACTION,0
0.72,0.5714285714285714,5836.22,UPI,HDFC,BANK_TIMEOUT,19,RETRY_NOW,0
0.6619718309859155,0.4583333333333333,190.39,NETBANKING,ICICI,BANK_TIMEOUT,19,RETRY_NOW,0
0.75,1.0,8827.68,UPI,HDFC,NETWORK_ERROR,3,SEND_REMINDER,1
0.6705882352941176,0.6785714285714286,2728.9,WALLET,KOTAK,INSUFFICIENT_FUNDS,1,SEND_REMINDER,1
0.9253731343283582,0.5,4294.46,CARD,SBI,INSUFFICIENT_FUNDS,18,RETRY_LATER,0
0.8387096774193549,0.0,3685.12,UPI,SBI,AUTHENTICATION_FAILED,5,NO_ACTION,0
0.4,0.3333333333333333,8235.91,UPI,KOTAK,INSUFFICIENT_FUNDS,20,RETRY_NOW,0
0.7746478873239436,0.375,7043.08,UPI,ICICI,AUTHENTICATION_FAILED,14,RETRY_NOW,1
0.0,1.0,4758.97,WALLET,KOTAK,CARD_EXPIRED,11,SEND_REMINDER,1
0.9090909090909091,0.0,4160.07,CARD,KOTAK,CARD_EXPIRED,11,NO_ACTION,0
0.7777777777777778,0.5,567.18,WALLET,HDFC,NETWORK_ERROR,6,RETRY_LATER,0
0.7333333333333333,0.35,1411.43,UPI,HDFC,INSUFFICIENT_FUNDS,18,RETRY_LATER,0
0.8985507246376812,0.42857142857142855,2930.74,UPI,HDFC,LIMIT_EXCEEDED,0,RETRY_LATER,1
0.6,0.65,8325.61,WALLET,YESBANK,LIMIT_EXCEEDED,15,SEND_REMINDER,0
0.6271186440677966,0.6818181818181818,5978.34,NETBANKING,ICICI,NETWORK_ERROR,1,RETRY_NOW,0
0.782608695652174,0.4,8822.82,NETBANKING,AXIS,AUTHENTICATION_FAILED,22,RETRY_LATER,0
0.6565656565656566,0.5,8326.43,NETBANKING,AXIS,LIMIT_EXCEEDED,20,RETRY_NOW,0
0.8125,0.5555555555555556,440.0,NETBANKING,ICICI,INSUFFICIENT_FUNDS,4,SEND_REMINDER,0
0.8307692307692308,0.18181818181818182,6672.43,UPI,AXIS,AUTHENTICATION_FAILED,1,RETRY_NOW,1
0.7115384615384616,0.6,1959.57,WALLET,AXIS,CARD_EXPIRED,9,SEND_REMINDER,0
0.6590909090909091,0.4,7765.88,CARD,HDFC,NETWORK_ERROR,11,SEND_REMINDER,1
0.6,0.5,6446.08,UPI,SBI,BANK_TIMEOUT,1,RETRY_NOW,1
0.8888888888888888,1.0,9078.32,CARD,HDFC,NETWORK_ERROR,13,NO_ACTION,0
0.6904761904761905,0.23076923076923078,9783.66,CARD,ICICI,AUTHENTICATION_FAILED,22,NO_ACTION,0
0.8301886792452831,0.5555555555555556,7604.62,NETBANKING,HDFC,LIMIT_EXCEEDED,22,RETRY_LATER,1
0.782608695652174,0.85,5213.24,UPI,KOTAK,CARD_EXPIRED,18,RETRY_NOW,0
0.6867469879518072,0.46153846153846156,7420.54,WALLET,SBI,NETWORK_ERROR,16,RETRY_LATER,1
0.9105691056910569,0.6363636363636364,5157.57,UPI,HDFC,INSUFFICIENT_FUNDS,5,SEND_REMINDER,1
0.6949152542372882,0.5,4317.86,CARD,HDFC,INSUFFICIENT_FUNDS,6,SEND_REMINDER,1
0.7272727272727273,0.3333333333333333,7360.63,WALLET,YESBANK,LIMIT_EXCEEDED,8,NO_ACTION,0
0.7317073170731707,0.2727272727272727,5683.6,UPI,KOTAK,NETWORK_ERROR,22,RETRY_LATER,1
0.6511627906976745,0.6666666666666666,6578.38,UPI,KOTAK,LIMIT_EXCEEDED,23,SEND_REMINDER,1
0.625,0.6666666666666666,1568.22,UPI,HDFC,LIMIT_EXCEEDED,18,SEND_REMINDER,1
0.7258064516129032,0.47058823529411764,5665.71,WALLET,YESBANK,AUTHENTICATION_FAILED,18,RETRY_NOW,0
0.8,0.6666666666666666,7553.35,UPI,HDFC,CARD_EXPIRED,7,NO_ACTION,0
0.0,1.0,3644.45,NETBANKING,YESBANK,CARD_EXPIRED,14,RETRY_NOW,1
0.5625,0.42857142857142855,3564.16,CARD,AXIS,AUTHENTICATION_FAILED,17,RETRY_NOW,1
0.9577464788732394,0.3333333333333333,7444.59,NETBANKING,ICICI,INSUFFICIENT_FUNDS,1,RETRY_NOW,0
0.7222222222222222,0.5,7199.22,WALLET,ICICI,INSUFFICIENT_FUNDS,8,SEND_REMINDER,1
0.6666666666666666,0.7777777777777778,4683.57,NETBANKING,AXIS,CARD_EXPIRED,6,NO_ACTION,0
0.7073170731707317,0.4583333333333333,1639.33,NETBANKING,AXIS,CARD_EXPIRED,8,RETRY_LATER,1
0.7076923076923077,0.47368421052631576,6221.3,CARD,SBI,AUTHENTICATION_FAILED,14,RETRY_NOW,0
0.8636363636363636,0.7777777777777778,7329.76,NETBANKING,ICICI,CARD_EXPIRED,2,RETRY_LATER,1
0.44,0.5,5597.59,WALLET,SBI,CARD_EXPIRED,1,SEND_REMINDER,1
0.7123287671232876,0.38095238095238093,1619.4,WALLET,YESBANK,LIMIT_EXCEEDED,0,RETRY_LATER,0
0.6349206349206349,0.4782608695652174,8393.85,NETBANKING,ICICI,NETWORK_ERROR,13,NO_ACTION,0
0.6666666666666666,0.3333333333333333,6832.98,CARD,AXIS,CARD_EXPIRED,22,RETRY_LATER,0
0.7619047619047619,0.4,2046.8,UPI,HDFC,LIMIT_EXCEEDED,1,SEND_REMINDER,1
0.6666666666666666,0.5714285714285714,7163.73,UPI,ICICI,CARD_EXPIRED,2,NO_ACTION,0
0.6857142857142857,0.45454545454545453,3171.69,NETBANKING,KOTAK,INSUFFICIENT_FUNDS,4,RETRY_LATER,0
0.7692307692307693,0.6666666666666666,8023.01,CARD,YESBANK,AUTHENTICATION_FAILED,3,RETRY_LATER,0
0.6363636363636364,0.5,3391.71,UPI,ICICI,INSUFFICIENT_FUNDS,20,RETRY_NOW,0
0.6346153846153846,0.631578947368421,2638.31,WALLET,SBI,NETWORK_ERROR,0,RETRY_NOW,1
0.43333333333333335,0.4117647058823529,3026.03,WALLET,YESBANK,AUTHENTICATION_FAILED,23,RETRY_NOW,0
0.75,0.3333333333333333,8378.16,CARD,AXIS,NETWORK_ERROR,2,NO_ACTION,0
0.7931034482758621,0.5,834.61,UPI,ICICI,AUTHENTICATION_FAILED,12,NO_ACTION,0
0.6696428571428571,0.6756756756756757,9203.56,NETBANKING,AXIS,INSUFFICIENT_FUNDS,21,NO_ACTION,0
0.7441860465116279,0.5454545454545454,8466.5,UPI,SBI,INSUFFICIENT_FUNDS,15,NO_ACTION,0
0.8137254901960784,0.42105263157894735,4219.51,WALLET,SBI,INSUFFICIENT_FUNDS,7,RETRY_NOW,0
0.7540983606557377,0.4666666666666667,5493.88,UPI,KOTAK,NETWORK_ERROR,20,RETRY_NOW,0
0.47368421052631576,0.3,5775.21,WALLET,HDFC,NETWORK_ERROR,16,NO_ACTION,0
0.7058823529411765,0.4,6287.1,WALLET,AXIS,INSUFFICIENT_FUNDS,12,SEND_REMINDER,0
0.7352941176470589,0.4444444444444444,1182.31,WALLET,ICICI,BANK_TIMEOUT,14,RETRY_NOW,1
0.7692307692307693,0.4166666666666667,4229.65,NETBANKING,SBI,NETWORK_ERROR,10,NO_ACTION,0
0.7974683544303798,0.5,4609.74,UPI,YESBANK,NETWORK_ERROR,16,SEND_REMINDER,0
0.7195121951219512,0.782608695652174,9999.19,NETBANKING,KOTAK,INSUFFICIENT_FUNDS,2,RETRY_LATER,0
0.8977272727272727,0.6666666666666666,5027.96,CARD,KOTAK,INSUFFICIENT_FUNDS,17,SEND_REMINDER,1
0.7747747747747747,0.6,7065.34,CARD,AXIS,CARD_EXPIRED,6,RETRY_LATER,0
0.7368421052631579,0.6,544.08,UPI,SBI,CARD_EXPIRED,12,SEND_REMINDER,1
0.839622641509434,0.5882352941176471,5827.36,WALLET,YESBANK,INSUFFICIENT_FUNDS,5,RETRY_NOW,1
0.8292682926829268,0.14285714285714285,6881.65,CARD,ICICI,AUTHENTICATION_FAILED,7,NO_ACTION,0
0.8144329896907216,0.6666666666666666,8552.04,CARD,KOTAK,NETWORK_ERROR,5,NO_ACTION,0
0.8382352941176471,0.6363636363636364,8077.44,CARD,YESBANK,NETWORK_ERROR,17,RETRY_NOW,1
0.8095238095238095,0.25,4316.21,WALLET,ICICI,INSUFFICIENT_FUNDS,8,NO_ACTION,0
0.8933333333333333,0.25,5189.41,CARD,AXIS,AUTHENTICATION_FAILED,9,NO_ACTION,0
0.5714285714285714,0.0,160.79,WALLET,SBI,CARD_EXPIRED,9,RETRY_NOW,0
0.6691729323308271,0.6363636363636364,3360.89,NETBANKING,ICICI,INSUFFICIENT_FUNDS,5,RETRY_LATER,0
0.6595744680851063,0.5,7883.53,NETBANKING,YESBANK,BANK_TIMEOUT,21,RETRY_NOW,1
0.94,0.3333333333333333,3686.16,NETBANKING,AXIS,NETWORK_ERROR,7,RETRY_LATER,1
0.7747747747747747,0.6,7065.34,CARD,AXIS,CARD_EXPIRED,6,SEND_REMINDER,1
0.5,0.0,6234.87,NETBANKING,AXIS,AUTHENTICATION_FAILED,9,SEND_REMINDER,0
0.72,0.2857142857142857,2882.52,CARD,ICICI,AUTHENTICATION_FAILED,4,RETRY_NOW,1
0.7,0.3333333333333333,1684.75,WALLET,YESBANK,BANK_TIMEOUT,2,RETRY_NOW,0
0.6428571428571429,0.7,6559.07,UPI,SBI,LIMIT_EXCEEDED,14,NO_ACTION,0
0.8363636363636363,0.7777777777777778,4654.62,WALLET,SBI,CARD_EXPIRED,9,NO_ACTION,0
0.78,0.45454545454545453,5339.78,CARD,ICICI,NETWORK_ERROR,22,SEND_REMINDER,0
0.5161290322580645,0.6,594.63,WALLET,HDFC,AUTHENTICATION_FAILED,21,RETRY_NOW,1
0.8,1.0,8625.8,NETBANKING,ICICI,INSUFFICIENT_FUNDS,19,SEND_REMINDER,1
0.6,0.0,1598.37,UPI,HDFC,BANK_TIMEOUT,4,SEND_REMINDER,0
0.7857142857142857,0.6666666666666666,4830.62,CARD,HDFC,INSUFFICIENT_FUNDS,8,RETRY_NOW,0
0.8125,0.5333333333333333,5560.45,NETBANKING,HDFC,BANK_TIMEOUT,6,RETRY_LATER,1
0.75,0.14285714285714285,9084.55,CARD,SBI,CARD_EXPIRED,9,SEND_REMINDER,0
0.7596153846153846,0.28,3063.46,CARD,SBI,LIMIT_EXCEEDED,23,RETRY_LATER,1
0.7377049180327869,0.4375,8650.23,NETBANKING,SBI,LIMIT_EXCEEDED,7,SEND_REMINDER,1
0.6666666666666666,0.2631578947368421,9794.27,WALLET,AXIS,BANK_TIMEOUT,8,SEND_REMINDER,0
0.7096774193548387,0.6666666666666666,1758.16,CARD,HDFC,CARD_EXPIRED,17,RETRY_LATER,1
0.7636363636363637,0.6923076923076923,4997.21,WALLET,AXIS,CARD_EXPIRED,19,SEND_REMINDER,1
0.8148148148148148,0.5,5773.43,UPI,KOTAK,INSUFFICIENT_FUNDS,20,RETRY_LATER,0
0.7777777777777778,0.6666666666666666,4921.22,CARD,YESBANK,NETWORK_ERROR,9,RETRY_NOW,1
0.6,0.0,2547.59,NETBANKING,HDFC,INSUFFICIENT_FUNDS,0,NO_ACTION,0
0.7916666666666666,0.5,8652.29,NETBANKING,HDFC,INSUFFICIENT_FUNDS,23,SEND_REMINDER,0
0.0,0.0,8486.05,NETBANKING,KOTAK,CARD_EXPIRED,14,SEND_REMINDER,0
0.8888888888888888,0.4,6412.6,CARD,ICICI,BANK_TIMEOUT,5,NO_ACTION,0
0.6818181818181818,0.42857142857142855,736.62,WALLET,HDFC,INSUFFICIENT_FUNDS,22,SEND_REMINDER,1
0.6341463414634146,0.6,8712.09,CARD,HDFC,LIMIT_EXCEEDED,8,RETRY_NOW,0
0.6,0.0,8208.03,NETBANKING,YESBANK,CARD_EXPIRED,10,RETRY_LATER,0
0.5454545454545454,0.8,6588.67,CARD,SBI,INSUFFICIENT_FUNDS,21,RETRY_LATER,1
0.7710843373493976,0.42105263157894735,8464.09,WALLET,KOTAK,CARD_EXPIRED,2,RETRY_NOW,0
0.782608695652174,0.85,5213.24,UPI,KOTAK,CARD_EXPIRED,18,NO_ACTION,0
0.5333333333333333,0.42857142857142855,891.93,UPI,YESBANK,CARD_EXPIRED,12,RETRY_LATER,0
0.782608695652174,0.85,5213.24,UPI,KOTAK,CARD_EXPIRED,18,RETRY_LATER,1
0.776595744680851,0.5714285714285714,3306.78,NETBANKING,SBI,BANK_TIMEOUT,13,RETRY_NOW,0
0.6206896551724138,0.5454545454545454,6702.42,WALLET,YESBANK,NETWORK_ERROR,16,SEND_REMINDER,1
0.8,0.5555555555555556,208.76,NETBANKING,KOTAK,AUTHENTICATION_FAILED,18,NO_ACTION,0
0.8181818181818182,0.3125,5245.92,UPI,KOTAK,LIMIT_EXCEEDED,23,NO_ACTION,0
0.8,0.5,8762.13,CARD,ICICI,LIMIT_EXCEEDED,16,NO_ACTION,0
0.797979797979798,0.5,7117.57,NETBANKING,ICICI,AUTHENTICATION_FAILED,0,RETRY_LATER,0
0.7286821705426356,0.42857142857142855,9717.71,UPI,KOTAK,AUTHENTICATION_FAILED,7,SEND_REMINDER,0
0.8070175438596491,0.6363636363636364,8269.24,CARD,KOTAK,INSUFFICIENT_FUNDS,10,SEND_REMINDER,1
0.7916666666666666,0.5,8652.29,NETBANKING,HDFC,INSUFFICIENT_FUNDS,23,NO_ACTION,0
0.6904761904761905,0.5384615384615384,6012.65,NETBANKING,YESBANK,LIMIT_EXCEEDED,2,RETRY_LATER,1
0.6818181818181818,0.4642857142857143,9758.16,CARD,ICICI,NETWORK_ERROR,3,RETRY_LATER,0
0.6,0.53125,432.78,UPI,YESBANK,NETWORK_ERROR,3,RETRY_NOW,1
0.6666666666666666,0.4,161.7,UPI,SBI,AUTHENTICATION_FAILED,10,RETRY_NOW,1
0.6015625,0.4117647058823529,4323.3,WALLET,HDFC,INSUFFICIENT_FUNDS,17,RETRY_LATER,1
0.6582278481012658,0.5185185185185185,1697.14,WALLET,SBI,INSUFFICIENT_FUNDS,0,RETRY_LATER,1
0.7586206896551724,0.42857142857142855,9023.85,CARD,ICICI,AUTHENTICATION_FAILED,15,NO_ACTION,0
0.7528089887640449,0.6363636363636364,358.05,NETBANKING,AXIS,INSUFFICIENT_FUNDS,10,SEND_REMINDER,1
0.5384615384615384,0.6666666666666666,8218.82,CARD,HDFC,INSUFFICIENT_FUNDS,9,RETRY_NOW,0
0.725,0.18181818181818182,1593.21,UPI,YESBANK,BANK_TIMEOUT,2,NO_ACTION,0
0.7848101265822784,0.4117647058823529,5903.89,WALLET,HDFC,AUTHENTICATION_FAILED,8,SEND_REMINDER,0
0.7777777777777778,0.5,9543.11,WALLET,ICICI,NETWORK_ERROR,2,RETRY_NOW,0
0.660377358490566,0.3888888888888889,3741.43,WALLET,KOTAK,INSUFFICIENT_FUNDS,15,NO_ACTION,0
0.6323529411764706,0.44,4159.97,CARD,HDFC,NETWORK_ERROR,4,SEND_REMINDER,0
0.6341463414634146,0.5111111111111111,9838.27,CARD,ICICI,CARD_EXPIRED,18,NO_ACTION,0
0.4090909090909091,0.38461538461538464,2151.62,CARD,HDFC,NETWORK_ERROR,12,RETRY_NOW,1
0.8736842105263158,0.4166666666666667,8966.29,CARD,AXIS,BANK_TIMEOUT,22,RETRY_NOW,1
0.6666666666666666,0.5,7120.77,WALLET,HDFC,LIMIT_EXCEEDED,2,RETRY_LATER,1
0.6666666666666666,0.0,7602.1,UPI,ICICI,AUTHENTICATION_FAILED,9,NO_ACTION,0
0.8426966292134831,0.6428571428571429,3709.16,CARD,SBI,INSUFFICIENT_FUNDS,19,SEND_REMINDER,1
0.8311688311688312,0.46153846153846156,5417.8,CARD,HDFC,NETWORK_ERROR,16,NO_ACTION,0
0.8962264150943396,0.6363636363636364,2013.38,UPI,YESBANK,INSUFFICIENT_FUNDS,19,RETRY_NOW,0
0.6875,0.2,2936.42,WALLET,AXIS,CARD_EXPIRED,10,SEND_REMINDER,1
0.5,1.0,1764.84,NETBANKING,SBI,LIMIT_EXCEEDED,10,RETRY_NOW,0
0.8504672897196262,0.5,3348.52,CARD,YESBANK,BANK_TIMEOUT,3,RETRY_NOW,1
0.8648648648648649,0.6,2066.62,NETBANKING,AXIS,BANK_TIMEOUT,1,NO_ACTION,0
0.7380952380952381,0.5909090909090909,8209.14,CARD,ICICI,INSUFFICIENT_FUNDS,4,RETRY_LATER,0
0.625,0.6666666666666666,6516.54,UPI,HDFC,AUTHENTICATION_FAILED,12,SEND_REMINDER,0
0.7727272727272727,0.4,475.03,WALLET,YESBANK,INSUFFICIENT_FUNDS,11,SEND_REMINDER,1
0.7526881720430108,0.30434782608695654,6278.65,UPI,YESBANK,NETWORK_ERROR,20,RETRY_LATER,1
0.8461538461538461,0.5714285714285714,6569.04,WALLET,ICICI,AUTHENTICATION_FAILED,7,NO_ACTION,0
0.6909090909090909,0.5882352941176471,2272.86,CARD,AXIS,NETWORK_ERROR,7,SEND_REMINDER,0
0.625,0.3333333333333333,2746.8,WALLET,AXIS,LIMIT_EXCEEDED,11,RETRY_LATER,0
0.8021978021978022,0.7777777777777778,7162.7,UPI,HDFC,AUTHENTICATION_FAILED,0,NO_ACTION,0
0.5930232558139535,0.42857142857142855,3301.18,WALLET,ICICI,INSUFFICIENT_FUNDS,19,SEND_REMINDER,1
0.6444444444444445,0.5,6331.0,NETBANKING,HDFC,AUTHENTICATION_FAILED,3,NO_ACTION,0
0.851063829787234,0.5714285714285714,4685.36,UPI,YESBANK,NETWORK_ERROR,16,NO_ACTION,0
0.6,0.5,1576.83,UPI,ICICI,CARD_EXPIRED,9,RETRY_LATER,0
0.627906976744186,0.46875,3067.86,WALLET,KOTAK,INSUFFICIENT_FUNDS,20,SEND_REMINDER,1
0.7692307692307693,0.6666666666666666,5510.82,CARD,KOTAK,LIMIT_EXCEEDED,2,RETRY_LATER,1
0.75,0.4,338.3,UPI,HDFC,LIMIT_EXCEEDED,9,SEND_REMINDER,1
0.782608695652174,0.5,2538.77,NETBANKING,AXIS,INSUFFICIENT_FUNDS,16,NO_ACTION,0
0.5737704918032787,0.5769230769230769,7899.3,NETBANKING,SBI,LIMIT_EXCEEDED,9,RETRY_LATER,0
0.8888888888888888,0.0,5976.47,CARD,HDFC,LIMIT_EXCEEDED,6,RETRY_LATER,1
0.0,0.0,657.3,NETBANKING,HDFC,NETWORK_ERROR,3,SEND_REMINDER,0
0.6304347826086957,0.47058823529411764,8948.44,NETBANKING,KOTAK,AUTHENTICATION_FAILED,11,SEND_REMINDER,1
0.7719298245614035,0.6153846153846154,1637.07,UPI,KOTAK,INSUFFICIENT_FUNDS,13,RETRY_NOW,0
0.8378378378378378,0.3333333333333333,6264.1,WALLET,HDFC,BANK_TIMEOUT,12,RETRY_LATER,1
0.6,0.5,7944.68,WALLET,SBI,NETWORK_ERROR,2,RETRY_NOW,0
0.9230769230769231,0.0,3959.47,UPI,HDFC,AUTHENTICATION_FAILED,9,SEND_REMINDER,1
0.65625,0.6363636363636364,3364.68,CARD,ICICI,AUTHENTICATION_FAILED,3,RETRY_NOW,0
0.6,0.0,1649.48,NETBANKING,SBI,BANK_TIMEOUT,14,SEND_REMINDER,0
0.8703703703703703,0.5714285714285714,8301.18,NETBANKING,AXIS,NETWORK_ERROR,6,RETRY_LATER,1
0.8157894736842105,0.42857142857142855,3392.19,NETBANKING,ICICI,INSUFFICIENT_FUNDS,5,RETRY_LATER,1
0.7542372881355932,0.7586206896551724,9285.43,CARD,SBI,LIMIT_EXCEEDED,7,RETRY_NOW,1
0.6551724137931034,0.7,473.06,UPI,HDFC,BANK_TIMEOUT,10,SEND_REMINDER,1
0.5675675675675675,0.375,1069.1,CARD,YESBANK,NETWORK_ERROR,20,RETRY_NOW,1
0.863013698630137,0.7,2877.14,UPI,HDFC,BANK_TIMEOUT,23,RETRY_LATER,1
0.8688524590163934,0.25,9519.31,WALLET,HDFC,LIMIT_EXCEEDED,15,NO_ACTION,0
0.7111111111111111,0.6923076923076923,4966.4,WALLET,YESBANK,INSUFFICIENT_FUNDS,3,NO_ACTION,0
0.6944444444444444,0.5454545454545454,9531.75,NETBANKING,HDFC,INSUFFICIENT_FUNDS,23,NO_ACTION,0
0.7401574803149606,0.45454545454545453,1354.29,WALLET,KOTAK,LIMIT_EXCEEDED,1,NO_ACTION,0
0.78,0.5454545454545454,1603.54,WALLET,HDFC,LIMIT_EXCEEDED,4,SEND_REMINDER,0
0.7777777777777778,0.7916666666666666,299.95,WALLET,YESBANK,LIMIT_EXCEEDED,17,SEND_REMINDER,0
0.6774193548387096,0.4,9538.85,NETBANKING,SBI,NETWORK_ERROR,19,RETRY_NOW,1
0.7575757575757576,0.625,3926.89,WALLET,SBI,LIMIT_EXCEEDED,23,NO_ACTION,0
0.9117647058823529,0.6666666666666666,9202.79,NETBANKING,SBI,LIMIT_EXCEEDED,11,RETRY_NOW,0
0.8888888888888888,0.5,5783.79,CARD,SBI,BANK_TIMEOUT,14,NO_ACTION,0
0.660377358490566,0.5277777777777778,3031.86,CARD,HDFC,BANK_TIMEOUT,13,RETRY_LATER,1
0.717391304347826,0.23076923076923078,5698.68,NETBANKING,HDFC,BANK_TIMEOUT,10,SEND_REMINDER,0
