payment_id,customer_id,success_rate,recovery_rate,amount,payment_method,bank,failure_code,hour,action,success
9de82e50-3f7f-72e8-3af1-89592bcf1d0f,30d9846b-a222-4f7b-bc59-cf60c1dcde27,0.6181818181818182,0.5238095238095238,3547.78,NETBANKING,YESBANK,AUTHENTICATION_FAILED,18,RETRY_NOW,0
bdfdebe8-14a7-c2d7-a943-dbd54a1d3ccc,2422c99b-9fdd-4705-b558-79be08c795ac,0.8604651162790697,0.4166666666666667,8635.52,UPI,KOTAK,AUTHENTICATION_FAILED,17,RETRY_NOW,1
dab5a0df-34c3-631a-dc15-8513dd220401,13323613-aba1-42df-ac9d-164a37e3211e,0.75,0.3333333333333333,6802.7,UPI,AXIS,LIMIT_EXCEEDED,0,RETRY_NOW,0
2b269519-c0d8-c131-9ee3-5e207ab61349,4368dccc-0374-4a53-92d3-8db4692656d3,0.8333333333333334,0.2857142857142857,2573.44,NETBANKING,AXIS,BANK_TIMEOUT,11,RETRY_NOW,0
6178f967-3b7c-cd71-054f-b7a7efc92dfd,e7f4177b-809f-45b7-b647-92ac7b5426a7,0.5526315789473685,0.4117647058823529,5729.68,UPI,HDFC,CARD_EXPIRED,5,RETRY_NOW,0
2f61c4f9-8bb1-00a9-cd2a-46ace8600ccd,ed9190ba-d2ae-4f05-bae9-bdfd1d4a7e52,0.7258064516129032,0.5294117647058824,3370.36,UPI,ICICI,CARD_EXPIRED,17,RETRY_LATER,0
2f288c13-c45e-b732-38fa-af3a525d0f9b,9499eba9-4b63-4fe5-9806-91855856dd49,0.8723404255319149,0.5,7279.28,CARD,SBI,AUTHENTICATION_FAILED,22,SEND_REMINDER,0
4c9262aa-074d-bea4-335b-0a70812f441d,07123331-ff06-49c4-9694-11c9c295ede6,0.625,0.5,9827.03,CARD,YESBANK,CARD_EXPIRED,8,NO_ACTION,0
91035667-a644-d97e-7dd5-515d1c546ec6,fccaf354-700d-4d8f-96c8-4980b38b54a3,0.5,0.2857142857142857,1998.78,WALLET,KOTAK,CARD_EXPIRED,13,NO_ACTION,0
3b6c1594-4c47-1dba-6b7d-e320582c1a01,054af208-e307-448e-bcf0-5d994a85b3a1,0.7682926829268293,0.5789473684210527,4727.33,NETBANKING,YESBANK,AUTHENTICATION_FAILED,7,SEND_REMINDER,1
dea80ecd-68f9-492d-1fa6-d2a9518447fb,04797f85-b1c9-4c18-bb8a-4aa3498ad67c,0.7368421052631579,0.8,743.66,CARD,KOTAK,LIMIT_EXCEEDED,5,RETRY_NOW,0
60a4862f-1724-c8f0-e27f-b9b74628cc55,8572e140-7821-4c0d-b6cf-586fe18938c9,0.8947368421052632,0.5,9669.48,CARD,AXIS,LIMIT_EXCEEDED,16,SEND_REMINDER,0
87f722fd-7b0f-9376-3290-7f4d523d1702,e0024f41-1eca-4e76-814f-8a84b8f898f9,0.7480916030534351,0.6060606060606061,3784.96,NETBANKING,KOTAK,LIMIT_EXCEEDED,2,RETRY_NOW,1
063f2d02-eda2-5a36-41be-72036470fcd7,58c32d5d-a2e4-4804-bf0e-0687e2620d9e,0.875,0.5,8136.39,NETBANKING,YESBANK,NETWORK_ERROR,20,RETRY_NOW,0
00898e95-6dfa-5486-fd8d-6589a39cdfc9,d43cd808-5f70-424b-bd45-4f6f7607bfd5,0.7906976744186046,0.5555555555555556,1015.81,CARD,AXIS,CARD_EXPIRED,0,NO_ACTION,0
2e06de49-943f-8368-2437-771ff293f8cf,7bfa51c1-c212-4602-91a9-603fce79d092,0.8461538461538461,0.5,7800.84,NETBANKING,HDFC,BANK_TIMEOUT,9,NO_ACTION,0
26d7b1d6-4db4-726c-e86a-1097ca294187,2b11d4f4-e339-4769-b1e0-2780be036fc7,0.7058823529411765,0.5,1896.6,NETBANKING,HDFC,LIMIT_EXCEEDED,6,NO_ACTION,0
594d569e-7767-9926-4c91-b27197466328,aaa81c10-da0b-4f5a-a089-da10dcfb155a,0.8297872340425532,0.5,357.66,NETBANKING,HDFC,CARD_EXPIRED,22,RETRY_NOW,0
90eee6c3-f588-a273-a831-65284c8e3f47,bc041a86-955c-41d9-9bf6-626606e5bab5,0.9111111111111111,0.75,2867.88,CARD,KOTAK,CARD_EXPIRED,11,NO_ACTION,0
1c7b92cb-0e0a-98dc-19fc-ea273abcbcb1,3df2d30a-a95b-42e2-b2e1-c58c6d0a561f,0.7111111111111111,0.3333333333333333,2788.43,NETBANKING,KOTAK,INSUFFICIENT_FUNDS,18,RETRY_NOW,1
30bf0ca6-80b0-433d-34ca-38c26d3a5c29,2305e649-d22f-48ed-94a0-d4e9adbd9e57,0.7553191489361702,0.4782608695652174,4114.73,UPI,SBI,INSUFFICIENT_FUNDS,1,SEND_REMINDER,1
fa336ab4-2593-efde-227a-98416ccf5fed,065372e1-178e-4e33-926e-7c0b8745c336,0.6629213483146067,0.43333333333333335,951.09,CARD,KOTAK,CARD_EXPIRED,0,SEND_REMINDER,1
25fa2201-ca6d-bc6b-fc39-0beaf09f954e,72fdb5de-fd58-4222-9dba-c54803f5d683,0.6206896551724138,0.45454545454545453,371.76,WALLET,YESBANK,CARD_EXPIRED,3,SEND_REMINDER,0
768a0118-7772-ab89-4297-f289b07a2204,87191f38-c4fe-4a55-b57b-9a9a74902972,0.0,0.0,9288.75,WALLET,KOTAK,NETWORK_ERROR,14,NO_ACTION,0
be1f2464-787a-ebc6-4352-837f0dc9e6c5,886ede99-5b88-4877-a03b-0004248b7786,0.5384615384615384,0.16666666666666666,6186.14,NETBANKING,YESBANK,AUTHENTICATION_FAILED,3,SEND_REMINDER,1
7e0eb5f9-0e80-209d-a913-6bce22970f1f,bd1848c9-db75-495c-9224-5536524b85bd,0.6078431372549019,0.6,5297.4,NETBANKING,AXIS,AUTHENTICATION_FAILED,2,RETRY_LATER,1
37889ead-a2cd-df19-3da0-625d59dc5eb1,8f0634ae-43b9-40bb-ba16-f2837ea6bfc1,0.7717391304347826,0.42857142857142855,136.58,CARD,ICICI,LIMIT_EXCEEDED,0,RETRY_NOW,0
fc467108-809a-be7f-4402-9a68c614a1c3,bb7357cd-4e20-4fe4-ad69-2603cc097614,0.7142857142857143,0.6,4306.05,NETBANKING,KOTAK,AUTHENTICATION_FAILED,21,SEND_REMINDER,0
3cb529da-bbcb-bfec-1011-1adf84e2f511,c74a6243-ae59-4f3f-b92c-4141993a00b5,0.7131147540983607,0.5142857142857142,2713.93,UPI,SBI,INSUFFICIENT_FUNDS,19,NO_ACTION,0
e2d54566-0f7e-d8d1-ac65-aa12e6af3658,1ec9babc-5842-4e9d-9de7-2d11ca743f05,0.8529411764705882,0.8,5993.49,CARD,ICICI,LIMIT_EXCEEDED,1,RETRY_LATER,0
699efecf-7fca-d37b-d3a3-aae7cff0fc47,16356548-51e4-443d-972a-3cb8e54c0fb9,0.5925925925925926,0.36363636363636365,8306.68,WALLET,ICICI,BANK_TIMEOUT,20,RETRY_LATER,0
dccc14d9-3266-3f6e-e84f-316b780785a4,69caddbf-4aa4-49f5-928e-c9defd1b5334,0.611764705882353,0.3333333333333333,2924.81,UPI,KOTAK,INSUFFICIENT_FUNDS,21,RETRY_NOW,0
867e0d12-485a-0a94-86e3-64f797ee5059,122afd6a-e954-4bec-a532-40c5ff740685,0.4444444444444444,0.6,8662.31,CARD,AXIS,BANK_TIMEOUT,10,RETRY_NOW,1
fad16e0b-376e-59ab-8d5b-93ae652ab06d,7c5e3e97-07a7-46b1-bdb7-4a2bc8ea651a,0.8814814814814815,0.6875,415.18,UPI,KOTAK,AUTHENTICATION_FAILED,4,RETRY_NOW,1
23105c3d-3f16-f947-8899-6fd2c69e21a0,1f4e0a7b-06f6-41fb-b564-8489b38f1252,0.8269230769230769,0.5555555555555556,865.07,UPI,KOTAK,NETWORK_ERROR,7,RETRY_NOW,1
8ce7c6ad-e109-74df-efa2-b095a3c3708f,04f12812-f2a1-4447-972c-331a32051e6a,0.6206896551724138,0.2727272727272727,6215.68,CARD,AXIS,INSUFFICIENT_FUNDS,3,RETRY_LATER,0
3bf9ae48-81b0-a05d-780d-1e69f3ed7386,ba1ed047-f6db-48fe-b5c1-dde5c0536882,0.7142857142857143,0.5,269.33,NETBANKING,SBI,AUTHENTICATION_FAILED,9,RETRY_NOW,0
fa7df1fd-ef31-b79d-d047-df05fadcedbf,61235fb3-c6ce-47fb-9753-b720fa899c7b,0.6666666666666666,0.625,9951.71,UPI,KOTAK,BANK_TIMEOUT,20,SEND_REMINDER,1
d6161cef-562a-e123-bb26-3e3d8e192465,27e25429-60dd-44fb-ac81-a32e6e76f7f1,0.8688524590163934,0.5,2022.42,CARD,SBI,NETWORK_ERROR,23,RETRY_NOW,1
99923695-e72e-b62a-e448-295feb6d9c73,504d33f2-9dc7-4ca0-a1f6-42e6d9a3fd7e,0.7777777777777778,1.0,9382.15,CARD,AXIS,LIMIT_EXCEEDED,7,SEND_REMINDER,1
d8d0c51b-c46e-4a8f-4559-10d239259a85,1c4bc49d-cd0c-415c-ad1a-a1f5fb161710,0.65625,0.45454545454545453,3185.32,UPI,ICICI,AUTHENTICATION_FAILED,0,NO_ACTION,0
c9663554-a299-c6b0-6df3-c3707d31b20b,28dbbe90-6161-4819-b8bc-fdb6d650d41f,0.6666666666666666,0.0,4303.2,UPI,SBI,LIMIT_EXCEEDED,7,SEND_REMINDER,1
5131f14c-b58b-f71e-e16d-afa03fbee9af,18e8bf1f-719e-4cd6-93bb-04c17c1d2201,0.7647058823529411,0.25,5774.8,NETBANKING,KOTAK,LIMIT_EXCEEDED,20,RETRY_NOW,1
9ae66b5e-4c8a-42d6-7ff2-5c82500b5c2d,9498b0c3-8175-4c00-8cff-27c65340b95b,0.7702702702702703,0.47058823529411764,163.32,NETBANKING,YESBANK,NETWORK_ERROR,1,RETRY_NOW,0
c0b1488d-b783-f428-817f-5898e66add91,470200ff-c6a1-49fd-9f02-1040c7732ee2,0.7142857142857143,0.5277777777777778,1477.57,UPI,AXIS,LIMIT_EXCEEDED,11,NO_ACTION,0
6f533159-ef9e-8056-69ec-8beb79bc0fac,f9c7d417-8b56-4370-98bf-bfcd12db670c,0.75,0.4230769230769231,5803.21,WALLET,HDFC,CARD_EXPIRED,7,RETRY_LATER,0
cdf41165-72ec-d33f-e010-3ae39f791e9f,2ef3eb0c-fc83-4007-87ec-54e5f4d1db0f,0.7241379310344828,0.375,3136.85,NETBANKING,SBI,LIMIT_EXCEEDED,1,RETRY_NOW,0
cf02929e-67a9-4baa-ae25-3689ad54c4c4,351da9f9-298d-4eeb-8aba-7102d8c1fe07,0.75,0.0,481.26,WALLET,KOTAK,BANK_TIMEOUT,5,RETRY_LATER,0
177e58bd-7f87-7c5e-6507-964159bc6b91,a68bf616-6c59-4a18-aa57-d6e9ac19fe33,0.8404255319148937,0.13333333333333333,3479.38,NETBANKING,YESBANK,BANK_TIMEOUT,1,RETRY_NOW,0
8ec24402-e635-e340-47ff-042e52ca464c,ebe6192c-dbcd-4d0d-a50d-5ed50696a796,0.6842105263157895,0.5833333333333334,299.18,NETBANKING,YESBANK,INSUFFICIENT_FUNDS,14,RETRY_LATER,1
04d9b85a-0367-d313-a380-78d6d3e30561,7737a490-a6f2-453c-bca2-945f261bc7bc,0.8333333333333334,0.4444444444444444,9760.33,UPI,ICICI,INSUFFICIENT_FUNDS,1,RETRY_NOW,0
91bb9bb2-d77a-2647-77c6-fdec80184fed,7a4a179e-d75b-471a-9fc2-982d7b86c140,0.7407407407407407,0.4642857142857143,7608.81,CARD,SBI,INSUFFICIENT_FUNDS,3,RETRY_LATER,0
945a9b37-ebaa-2833-16b1-023c83006a41,c72e0a8c-566d-4ea6-9199-463feb96b46b,0.8,0.0,5702.82,CARD,SBI,CARD_EXPIRED,4,NO_ACTION,0
02aa8fb0-70ff-9267-c917-0319b3741c07,a8371229-0c8b-4d3a-b9f4-470bcd5071da,0.7681159420289855,0.4375,4414.64,CARD,SBI,CARD_EXPIRED,9,SEND_REMINDER,1
3fc3bf60-89fd-71a8-9086-6aa9811e1ca2,39b9e521-5c6b-46c1-b859-058a54db5054,0.68,0.5625,9736.61,NETBANKING,KOTAK,BANK_TIMEOUT,18,SEND_REMINDER,1
be3dc386-5d8c-2ed3-bace-8da0789ff4eb,a9499cf1-bedf-4655-bf61-1d356a907cac,0.6086956521739131,0.3333333333333333,6418.24,WALLET,KOTAK,AUTHENTICATION_FAILED,17,NO_ACTION,0
9ea22efe-0d46-f070-2b82-f85a0c996833,4e7b31ba-b643-4136-9eb3-59a17ee20e7e,0.7578947368421053,0.5217391304347826,1731.81,UPI,YESBANK,INSUFFICIENT_FUNDS,4,NO_ACTION,0
9a30a195-c54a-d4b5-741f-7985b4288701,bc1a7d63-aa2c-424a-8efd-cee9274ebb32,0.8571428571428571,0.5,3499.56,NETBANKING,ICICI,LIMIT_EXCEEDED,3,NO_ACTION,0
c84d0169-ce98-cf70-7420-bb069eee262a,8653070a-0a14-46d0-aa9d-b1eb9d4e3663,0.808,0.5833333333333334,3699.92,WALLET,YESBANK,BANK_TIMEOUT,12,RETRY_NOW,1
4a0ec018-8516-a51b-de10-77d005d39588,afb5ccf4-3cac-48c5-9d0c-0eb229015b6a,0.7906976744186046,0.5555555555555556,1715.01,UPI,AXIS,LIMIT_EXCEEDED,22,SEND_REMINDER,0
b82c27cd-0d2e-128b-3566-8aacb87801dc,59612f7f-e221-412f-a8cc-30d8c278c624,0.7692307692307693,0.6666666666666666,4637.42,WALLET,HDFC,BANK_TIMEOUT,11,SEND_REMINDER,0
97560707-0029-c43a-5b61-05a82efdf379,4a5ae3ce-78d9-446b-b8f1-7a184d67f802,0.900990099009901,0.5,1252.25,NETBANKING,AXIS,NETWORK_ERROR,22,NO_ACTION,0
cdca63ae-a8c2-7b07-683b-f1edb4560333,671888ac-1684-46b8-a127-72c3cf6064b7,0.8787878787878788,0.75,9792.02,NETBANKING,YESBANK,BANK_TIMEOUT,19,RETRY_NOW,1
8bc7c580-c3ae-c63d-0a75-1040267558ee,edc3803d-c817-42b5-974d-9683558f77d8,0.625,0.5333333333333333,3329.68,NETBANKING,HDFC,AUTHENTICATION_FAILED,17,RETRY_LATER,0
3bf9ae48-81b0-a05d-780d-1e69f3ed7386,ba1ed047-f6db-48fe-b5c1-dde5c0536882,0.7142857142857143,0.5,269.33,NETBANKING,SBI,AUTHENTICATION_FAILED,9,RETRY_LATER,0
9cb73751-6517-3a41-1e54-2f690d28c023,b79e9098-0275-4668-a011-5008384cc707,0.8163265306122449,0.6666666666666666,7070.85,UPI,KOTAK,BANK_TIMEOUT,16,SEND_REMINDER,0
a7fa9ee6-d005-06a0-2c25-34af7cb38d40,5638e076-0712-40f9-96e7-16e385ff0b09,0.7333333333333333,0.5,6894.37,CARD,HDFC,CARD_EXPIRED,20,RETRY_NOW,0
23f1a48b-c31f-aef8-181d-f482c21dc1f7,ab20ef38-0cc1-47ce-98e3-9279f5e92513,0.3888888888888889,0.6363636363636364,2112.24,UPI,KOTAK,AUTHENTICATION_FAILED,18,RETRY_LATER,0
92cf4022-1d87-a056-1e0c-8ba0770bd29a,28c35ca5-ca1d-40b8-b08b-1117274f6d9b,0.7945205479452054,0.26666666666666666,8133.63,UPI,KOTAK,CARD_EXPIRED,19,RETRY_LATER,0
2caaf114-e3c3-d2fc-6d67-0415a47c1a14,e29412d4-f172-4337-82b5-2bd153f04c0f,0.5970149253731343,0.37037037037037035,9409.66,UPI,YESBANK,LIMIT_EXCEEDED,14,SEND_REMINDER,0
3629b1b9-7627-5943-7129-ba24e3e72135,076eaed3-a7e0-4eef-9d53-a1559cbf8636,0.8,1.0,1395.06,CARD,KOTAK,BANK_TIMEOUT,7,NO_ACTION,0
126c3844-5ed3-0840-2f1e-2314a50907b9,9573514f-136d-4e4a-83cb-6bbc7c027ce8,0.6507936507936508,0.3181818181818182,2981.68,WALLET,SBI,BANK_TIMEOUT,0,RETRY_LATER,1
5d472ae3-7c59-fa29-6804-39c15b27b6ab,dedeaf13-e999-46fa-af05-599f653331b4,0.6764705882352942,0.5454545454545454,3077.48,UPI,AXIS,AUTHENTICATION_FAILED,19,NO_ACTION,0
c9ec5184-01f7-ce73-fd09-1010c3ee2a97,39b076cb-1161-49f6-be46-a93f897f36dd,0.6610169491525424,0.4,4286.24,UPI,YESBANK,INSUFFICIENT_FUNDS,19,RETRY_NOW,0
167dc0e0-b520-cb9d-7331-aec9f84cf0fc,5dc03567-fcde-4dea-8ccc-410db5c20b23,0.5714285714285714,0.3333333333333333,2540.13,WALLET,AXIS,NETWORK_ERROR,15,RETRY_LATER,1
383eb80c-269c-20bf-76c8-5113c3ec991c,e55f4547-a0a5-4c24-8da4-166ac358262b,0.75,0.4,7553.37,UPI,KOTAK,INSUFFICIENT_FUNDS,23,NO_ACTION,0
9131845d-3bb5-a9e9-18b9-e050d75895f9,63b67f7b-6c36-404a-98bd-94bcad5a95e7,0.7321428571428571,0.4,8273.83,CARD,YESBANK,AUTHENTICATION_FAILED,3,SEND_REMINDER,0
24fccf22-23b9-e950-8186-303b4833d8f8,63b67f7b-6c36-404a-98bd-94bcad5a95e7,0.7321428571428571,0.4,2463.66,UPI,SBI,LIMIT_EXCEEDED,12,RETRY_NOW,1
ed1f2c96-1dd2-f3f7-f113-83994cd60319,3f5f4a8b-4d25-4322-9b93-a4bc2ed7be49,0.8,0.6666666666666666,5575.44,UPI,AXIS,INSUFFICIENT_FUNDS,23,RETRY_NOW,1
4f502b0b-546a-af2d-93fe-1277a5b9023d,7e5af3c7-f771-4423-8ea2-3503f0911dab,0.7,0.6,9377.0,WALLET,YESBANK,AUTHENTICATION_FAILED,18,NO_ACTION,0
d4d293bb-baed-40f9-6fa2-901d9799a025,a205f438-7851-4941-bbd2-62836365d1bd,0.5,1.0,2005.05,NETBANKING,HDFC,LIMIT_EXCEEDED,19,RETRY_LATER,0
6b722fbd-b0ac-c4d0-50c6-c571e3cb516d,4545ab45-2608-444f-8f45-c8d7b6dc6b81,0.7075471698113207,0.4838709677419355,7218.38,WALLET,AXIS,CARD_EXPIRED,9,RETRY_NOW,0
ba05e0e2-cb20-9b27-6edb-303593cbb7e6,898b8b51-caf7-44f1-a9fd-350f5ae642a5,0.78125,0.42857142857142855,9036.32,UPI,AXIS,NETWORK_ERROR,10,RETRY_LATER,0
3ed902e5-de9b-6976-e6a2-ed2bed6d12be,6765a245-6a9c-427a-b425-0c2e093312a3,0.6307692307692307,0.4166666666666667,3194.44,WALLET,SBI,NETWORK_ERROR,6,RETRY_LATER,1
f4349f42-57f8-5406-be31-799ac11c8027,935a1ca7-d11e-458d-9124-dc11935213db,0.0,0.0,9290.74,UPI,AXIS,NETWORK_ERROR,7,SEND_REMINDER,0
5d41d17a-8b7e-df31-e4d7-691ee12f1a3d,ffc9197f-9ea2-4b5d-849c-e02fc4242196,0.686046511627907,0.4074074074074074,5316.11,CARD,YESBANK,NETWORK_ERROR,12,RETRY_LATER,1
5dd37bea-6aae-7bd9-d475-508e066b905d,e2da24b0-08e8-40d2-a167-1c5d7d3204e1,0.8292682926829268,0.2857142857142857,2454.61,UPI,SBI,INSUFFICIENT_FUNDS,20,NO_ACTION,0
fbcc03f8-d520-4822-e6d1-11f0d4112d7a,5cd4b672-b5f9-400c-9c69-6e77ed250efe,0.0,0.5,3546.09,UPI,SBI,AUTHENTICATION_FAILED,5,SEND_REMINDER,1
eecc131e-3def-1b8b-024e-2993ad468419,170eb027-15f5-489a-8916-64e1461b1665,0.88,0.6666666666666666,8261.06,WALLET,HDFC,BANK_TIMEOUT,17,RETRY_NOW,1
5cdb9918-252d-772e-1d85-06330b8883e3,e580144d-e7bc-4613-8034-961f063c99e6,0.9041095890410958,0.42857142857142855,8622.18,NETBANKING,YESBANK,INSUFFICIENT_FUNDS,1,RETRY_NOW,0
a8148bfb-ad65-39fd-692f-ccaa6d96b417,0c5b376b-a699-4aa6-8a57-4de8dd20b4a4,0.5,0.5555555555555556,4518.03,UPI,YESBANK,BANK_TIMEOUT,9,SEND_REMINDER,0
5d3646ff-3e58-effc-0c64-890a66c8394c,8840050c-9467-4abc-bd5d-c76bb33fca6f,0.8666666666666667,0.625,9501.14,NETBANKING,YESBANK,NETWORK_ERROR,15,RETRY_LATER,1
50c2e340-e3cc-d86a-f706-e85ceb804427,bd89fddc-649d-44ae-8fbb-1f7030078588,0.8846153846153846,0.7777777777777778,1902.89,NETBANKING,ICICI,BANK_TIMEOUT,0,SEND_REMINDER,1
2372f7be-4fd9-932f-cf1f-1908e68d63fc,a4756f51-fbf8-48f7-adc1-c7cb3ae62ed6,0.7307692307692307,0.2857142857142857,254.98,NETBANKING,KOTAK,CARD_EXPIRED,15,RETRY_LATER,0
b68b2a4f-c13a-aab6-fda4-68284cf8a989,98dd4393-8c38-428e-a603-21cad1cc3f6b,0.5925925925925926,0.3181818181818182,3930.82,NETBANKING,YESBANK,CARD_EXPIRED,9,RETRY_LATER,0
89a5065f-3fd4-ab06-fca9-b4e5f0179de6,8322b58e-4a07-49cd-83ed-dc4350092721,0.8804347826086957,0.6363636363636364,6158.58,NETBANKING,KOTAK,INSUFFICIENT_FUNDS,22,SEND_REMINDER,1
18e5299c-97bc-3942-4cc7-aa0b4e5f0561,420cdceb-1fa0-45de-95bd-b127ad2ef342,0.82,0.4444444444444444,3635.73,UPI,ICICI,CARD_EXPIRED,20,RETRY_NOW,1
f3cfcf8e-8d28-34ec-6295-702e1564e0b0,377106c6-4a1f-40e9-929b-f9572826bcdf,0.6931818181818182,0.48148148148148145,5667.88,WALLET,YESBANK,AUTHENTICATION_FAILED,14,NO_ACTION,0
7a768b62-e626-26a3-25b8-c3b800cbd5ec,b0a9ba05-a0c1-41bd-868d-ffd13abddbf2,0.7303370786516854,0.375,4763.34,UPI,HDFC,BANK_TIMEOUT,19,NO_ACTION,0
1b93ea2f-b8ed-31ab-159c-f2c3437e179f,84e0f255-eaac-41bb-874c-495726d85971,0.7894736842105263,0.4,6698.79,NETBANKING,SBI,INSUFFICIENT_FUNDS,5,NO_ACTION,0
f47fe5a8-80cc-9cf1-8327-1f0aeee477ae,8bbd470d-3e31-436c-a323-ddfdc997885a,0.6641221374045801,0.5,1146.64,WALLET,HDFC,CARD_EXPIRED,6,RETRY_LATER,0
de92c6e9-f0b1-cad4-afa1-3dcf1d518cbe,9bb1f3ea-620a-4eba-939c-bb3b1f8306fb,0.8508771929824561,0.47058823529411764,6903.08,CARD,SBI,AUTHENTICATION_FAILED,1,SEND_REMINDER,1
9830406b-0ada-5eb1-6a57-7bcb68a78770,67eb6d25-2eab-44af-b2b0-1a2180affca3,0.625,1.0,2188.32,WALLET,KOTAK,AUTHENTICATION_FAILED,22,SEND_REMINDER,1
c29a7451-c8c6-4720-5376-f77fa3baa8ef,f30425b0-aad8-4f4c-9a3f-a96f36ca20da,0.6388888888888888,0.358974358974359,7976.77,WALLET,ICICI,BANK_TIMEOUT,19,RETRY_LATER,1
c3ff34a8-6a92-9684-3113-327e3beca201,24eee47f-d43d-4327-8734-f470be3edf9c,0.8313253012048193,0.42857142857142855,2716.57,CARD,ICICI,INSUFFICIENT_FUNDS,6,SEND_REMINDER,1
2d5df79b-433d-daeb-2ec8-de98036b0451,4e0fc842-8c63-47b9-a0f0-224175dc2b37,0.9016393442622951,0.3333333333333333,1773.69,UPI,YESBANK,NETWORK_ERROR,2,SEND_REMINDER,1
cb588fbf-56ce-7a5c-7b41-3e500bd12620,c7b3fb3a-06f0-42fa-957d-e6c79900e2f2,0.65,0.7142857142857143,3360.15,UPI,ICICI,BANK_TIMEOUT,8,RETRY_LATER,1
14125aa3-5fe4-e8cd-3914-00a49ab67f15,75a87496-8ba3-43d3-b80b-9db406526bb6,0.4,0.3333333333333333,4435.15,NETBANKING,AXIS,INSUFFICIENT_FUNDS,19,NO_ACTION,0
ad23cf6d-bd6b-d584-f71e-71857363d6dd,8475bccf-3453-4718-a386-42db7712579a,0.5818181818181818,0.4782608695652174,3384.28,WALLET,SBI,INSUFFICIENT_FUNDS,13,RETRY_LATER,0
1762a0c3-f489-1f05-d4b3-607744a89f45,eafe3e24-311b-4fe6-a7e6-9d53d04f3a3c,0.6666666666666666,0.25,746.84,CARD,YESBANK,BANK_TIMEOUT,23,RETRY_NOW,1
d7719d0a-ca5b-f30a-88cf-9b0cd4b5012e,74f3a1ae-19d5-4423-9aef-d74a7554887d,0.8979591836734694,0.4,1780.42,UPI,SBI,LIMIT_EXCEEDED,17,SEND_REMINDER,0
d8d59239-c63b-b65d-1388-d3141c73c1f8,ff201b23-b0fd-4a2c-8250-ebfa2c93b1cb,0.75,0.5,6148.71,CARD,AXIS,NETWORK_ERROR,2,NO_ACTION,0
5c34d689-33d7-a4c5-21e7-6b1b16881472,9b6555a8-579d-4aec-a38a-25242a4ad722,0.6818181818181818,0.4642857142857143,6923.27,CARD,KOTAK,NETWORK_ERROR,9,NO_ACTION,0
6bc95ee5-49e5-e04b-6366-67baabb43a61,c9f038aa-989f-4c3d-a90e-ef5bd3142b4e,0.7454545454545455,0.5714285714285714,9062.11,UPI,HDFC,AUTHENTICATION_FAILED,18,RETRY_LATER,1
28324c84-8c97-c16e-0067-e5458603e5b2,b55c961b-c306-4aa9-abbc-a58ad0b82296,0.7272727272727273,0.8333333333333334,5556.59,NETBANKING,SBI,LIMIT_EXCEEDED,18,RETRY_NOW,1
